2.4995e-11	-6.24521131596e-20
2.5045e-11	-6.24522234331e-20
2.5095e-11	-6.24523004268e-20
2.5145e-11	-6.23555751465e-20
2.5195e-11	-6.23373593899e-20
2.5245e-11	-6.23372729785e-20
2.5295e-11	-6.22375079675e-20
2.5345e-11	-6.22375798051e-20
2.5395e-11	-6.22376255212e-20
2.5445e-11	-6.22088815554e-20
2.5495e-11	-6.22088198045e-20
2.5545e-11	-6.22079944858e-20
2.5595e-11	-6.22080167079e-20
2.5645e-11	-6.18736434143e-20
2.5695e-11	-6.23661239986e-20
2.5745e-11	-6.23661275427e-20
2.5795e-11	-6.30543047497e-20
2.5845e-11	-6.29396715867e-20
2.5895e-11	-6.32569531586e-20
2.5945e-11	-6.32709739916e-20
2.5995e-11	-6.3419844025e-20
2.6045e-11	-6.34200305428e-20
2.6095e-11	-6.34202725944e-20
2.6145e-11	-6.3463158498e-20
2.6195e-11	-6.34627867166e-20
2.6245e-11	-6.34624631641e-20
2.6295e-11	-6.34626902205e-20
2.6345e-11	-6.34630415408e-20
2.6395e-11	-6.34630497723e-20
2.6445e-11	-6.34628558649e-20
2.6495e-11	-6.30513251766e-20
2.6545e-11	-6.30514124288e-20
2.6595e-11	-6.30515032694e-20
2.6645e-11	-6.30076480412e-20
2.6695e-11	-6.30075834024e-20
2.6745e-11	-6.27979727458e-20
2.6795e-11	-6.30360297869e-20
2.6845e-11	-6.29606287115e-20
2.6895e-11	-6.29608166273e-20
2.6945e-11	-6.29821681714e-20
2.6995e-11	-6.29928751384e-20
2.7045e-11	-6.29928317547e-20
2.7095e-11	-6.29926054115e-20
2.7145e-11	-6.29923657885e-20
2.7195e-11	-6.30012366242e-20
2.7245e-11	-6.29219336021e-20
2.7295e-11	-6.27733939303e-20
2.7345e-11	-6.28018885555e-20
2.7395e-11	-6.28036209666e-20
2.7445e-11	-6.27443809915e-20
2.7495e-11	-6.28050826439e-20
2.7545e-11	-6.26731638679e-20
2.7595e-11	-6.26731309228e-20
2.7645e-11	-6.28077204656e-20
2.7695e-11	-6.28077325909e-20
2.7745e-11	-6.27278349192e-20
2.7795e-11	-6.26989729349e-20
2.7845e-11	-6.26990197138e-20
2.7895e-11	-6.28526809216e-20
2.7945e-11	-6.28527230121e-20
2.7995e-11	-6.28527286742e-20
2.8045e-11	-6.28527100999e-20
2.8095e-11	-6.26096467227e-20
2.8145e-11	-6.26192357469e-20
2.8195e-11	-6.26192526548e-20
2.8245e-11	-6.25372124449e-20
2.8295e-11	-6.25371505502e-20
2.8345e-11	-6.25063896312e-20
2.8395e-11	-6.24490547362e-20
2.8445e-11	-6.24457809226e-20
2.8495e-11	-6.24372985154e-20
2.8545e-11	-6.24372308047e-20
2.8595e-11	-6.24305977624e-20
2.8645e-11	-6.24306507967e-20
2.8695e-11	-6.24307411692e-20
2.8745e-11	-6.24342448598e-20
